324.cat,"Nicola Sturgeon assegura que la detenció li ha resultat ""xocant i profundament angoixant"", i reafirma que no ha comès cap delicte. Ha estat detinguda durant gairebé cinc hores",1,2023-06-11T18:17:14.000Z
324.cat,"Dos dels artistes de música urbana del moment, Bizarrap i Morad, han estat els encarregats de tancar aquest dissabte el Share Festival",,2023-06-11T18:00:00.000Z
324.cat,Rebuig massiu a Cornellà de Llobregat per l'assassinat d'una veïna a mans de la seva parella https://ccma.cat/324/detingut-un-home-per-lassassinat-de-la-seva-parella-a-cornella-de-llobregat/noticia/3234520/…,58,2023-06-11T17:52:00.000Z
324.cat,"Borràs ""no és partidària"" d'un pacte per impedir que l'extrema dreta governi a Ripoll https://ccma.cat/324/borras-no-es-partidaria-dun-pacte-per-impedir-que-lextrema-dreta-governi-a-ripoll/noticia/3234585/…",19,2023-06-11T17:46:00.000Z
324.cat,"Investiguen una agressió a una dona trans al metro de Barcelona, gravada pels passatgers
https://ccma.cat/324/investiguen-una-possible-agressio-transfobica-al-metro-de-barcelona-gravada-pels-passatgers/noticia/3234548/…",63,2023-06-11T17:40:00.000Z
324.cat,"Les imatges de l'enfonsament d'un pont a Filadèlfia en una de les principals autopistes dels EUA 
https://ccma.cat/324/les-imatges-del-collapse-dun-pont-a-filadelfia-en-una-de-les-principals-autopistes-dels-eua/noticia/3234586/…",14,2023-06-11T17:25:38.000Z
324.cat,"Mor un policia a Andújar en intervenir en una baralla i un company abat a trets l'agressor
https://ccma.cat/324/mor-un-policia-a-andujar-en-intervenir-en-una-baralla-i-un-company-abat-a-trets-lagressor/noticia/3234583/…",10,2023-06-11T17:15:00.000Z
324.cat,"El conductor que circulava contra direcció a l’AP-7 i ha causat la mort de l’ocupant d’un altre cotxe ha estat detingut, acusat d’homicidi imprudent i de conducció temerària",22,2023-06-11T17:10:00.000Z
324.cat,Els equips de cerca dels nens perduts a l'Amazònia van incorporar membres de la guàrdia indígena que van impulsar una conversa amb els esperits de la selva perquè deixessin sortir els menors,11,2023-06-11T17:05:00.000Z
324.cat,"Nicola Sturgeon ha quedat en llibertat sense càrrecs però pendent de l'evolució de la investigació per finançament irregular del partit, que ja va comportar la detenció del seu marit https://ccma.cat/324/detenen-nicola-sturgeon-lexprimera-ministra-descocia-per-financament-irregular-del-partit/noticia/3234567/…",3,2023-06-11T16:59:33.000Z
324.cat,"Les quatre noies mortes en un accident de trànsit a Madrid anaven en el mateix cotxe, conduït per una noia de 26 anys. Les altres eren menors d’edat: la germana de la conductora, de 15 anys, i dues amigues seves de 13 i 16",6,2023-06-11T16:40:00.000Z
324.cat,Troben els ossos d'una gran au aquàtica de més de 3 milions d'anys a Caldes de Malavella,13,2023-06-11T16:01:00.000Z
324.cat,Veurem més VTC a partir d'ara a Barcelona? La sentència que celebren tant VTC com taxis,1,2023-06-11T16:00:01.000Z
